YearMonth,MedCode,RequestNumber,AmountRequested,AmountPurchased,AmountReceived,AmountMissing,AmountConsumed,AmountInventory,seccion final,SP,SP M,SP-PV,OP,PV,fecha ordinal,cantidad consumida,promedio,
25/03/20,3300663,,,,,,,,,11.13615,16.704225,7.338735251,11.87043624,9.365489749,,,,
01/04/20,3300663,,,,,,,,,11.13615,16.704225,5.957147678,9.341278248,10.74707732,,,,
08/04/20,3300663,,,,,,,,,11.13615,16.704225,4.831385767,7.57073247,11.87283923,,,,
15/04/20,3300663,,,,,,,,,11.13615,16.704225,4.234628027,7.025572708,12.46959697,,,,
22/04/20,3300663,,,,,,,,,11.13615,16.704225,4.344442912,7.929812127,12.35978209,,,,
29/04/20,3300663,,,,,,,,,11.13615,16.704225,4.892631786,9.354926089,11.81159321,,,,
06/05/20,3300663,,,,,,,,,11.13615,16.704225,5.662256912,10.96168757,11.04196809,,,,
13/05/20,3300663,,,,,,,,,11.13615,16.704225,6.391131952,12.23291255,10.31309305,,,,
20/05/20,3300663,,,,,,,,,11.13615,16.704225,6.824013764,12.71610659,9.880211236,,,,
27/05/20,3300663,,,,,,,,,11.13615,16.704225,6.920183454,12.55249991,9.784041546,,,,
03/06/20,3300663,,,,,,,,,11.13615,16.704225,6.707772399,11.86157926,9.996452601,,,,
10/06/20,3300663,,,,,,,,,11.13615,16.704225,6.303525501,10.942099,10.4006995,,,,
17/06/20,3300663,,,,,,,,,11.13615,16.704225,5.885013806,10.17451316,10.81921119,,,,
24/06/20,3300663,,,,,,,,,11.13615,16.704225,5.572023813,9.716652869,11.13220119,,,,
